company_name,domain,qualification_tier,psi_score,primary_edp,processed_timestamp
Kurtzon Lighting,kurtzon.com,TIER_B_ACTIVE,45.75,EDP8_Technology_Obsolescence,20250909_022127
Zumtobel,zumtobel.com,TIER_B_ACTIVE,63.45,EDP7_Sales_Enablement,20250909_022127
FC Lighting,fclighting.com,TIER_B_ACTIVE,66.55,EDP8_Technology_Obsolescence,20250909_022127
Cooper Lighting Solutions,cooperlighting.com,TIER_B_ACTIVE,61.0,EDP7_Sales_Enablement,20250909_022127
Edison Lighting Group,edisonlighting.ca,TIER_B_ACTIVE,64.45,EDP7_Sales_Enablement,20250909_022127
Cooper Lighting Solutions,cooperlighting.com,TIER_B_ACTIVE,61.0,EDP7_Sales_Enablement,20250909_022127
Cooper Lighting Solutions,cooperlighting.com,TIER_B_ACTIVE,61.0,EDP7_Sales_Enablement,20250909_022127
Lighting Services Inc,lightingservicesinc.com,TIER_B_ACTIVE,45.2,EDP8_Technology_Obsolescence,20250909_022127
LINEA LIGHT,linealight.com,TIER_B_ACTIVE,63.45,EDP7_Sales_Enablement,20250909_022127
FC Lighting,fclighting.com,TIER_B_ACTIVE,66.55,EDP8_Technology_Obsolescence,20250909_022127
Liteline,liteline.com,TIER_B_ACTIVE,45.95,EDP8_Technology_Obsolescence,20250909_022127
Pinnacle Architectural Lighting,pinnacle-ltg.com,TIER_B_ACTIVE,69.25,EDP7_Sales_Enablement,20250909_022127
Glint by Luminii,luminii.com,TIER_B_ACTIVE,64.55,EDP7_Sales_Enablement,20250909_022127
Cooper Lighting Solutions,cooperlighting.com,TIER_B_ACTIVE,61.0,EDP7_Sales_Enablement,20250909_022127
Cooper Lighting Solutions,cooperlighting.com,TIER_B_ACTIVE,61.0,EDP7_Sales_Enablement,20250909_022127
PAL Lighting,pallighting.com,TIER_B_ACTIVE,48.95,EDP8_Technology_Obsolescence,20250909_022127
Fabbian,fabbian.com,TIER_B_ACTIVE,61.8,EDP7_Sales_Enablement,20250909_022127
Kurtzon Lighting,kurtzon.com,TIER_B_ACTIVE,45.75,EDP8_Technology_Obsolescence,20250909_022127
FC Lighting,fclighting.com,TIER_B_ACTIVE,66.55,EDP8_Technology_Obsolescence,20250909_022127
Ligman Lighting USA,ligmanlightingusa.com,TIER_B_ACTIVE,54.05,EDP7_Sales_Enablement,20250909_022127
King Luminaire,scgrp.com,TIER_B_ACTIVE,49.25,EDP8_Technology_Obsolescence,20250909_022127
Lind Equipment,lindequipment.net,TIER_B_ACTIVE,58.2,EDP7_Sales_Enablement,20250909_022127
Balanced Care by Axis,axislighting.com,TIER_A_IMMEDIATE,71.7,EDP8_Technology_Obsolescence,20250909_022127
Innovations,innovationsusa.com,TIER_B_ACTIVE,41.0,EDP8_Technology_Obsolescence,20250909_022127
Lighting Services Inc,lightingservicesinc.com,TIER_B_ACTIVE,45.2,EDP8_Technology_Obsolescence,20250909_022127
Lightglass,lightglasslighting.com,TIER_B_ACTIVE,67.65,EDP8_Technology_Obsolescence,20250909_022127
LumenWerx,lumenwerx.com,TIER_B_ACTIVE,43.95,EDP8_Technology_Obsolescence,20250909_022127
NLS Lighting,nlslighting.com,TIER_B_ACTIVE,44.0,EDP8_Technology_Obsolescence,20250909_022127
LUMITHREE,lumithree.com,TIER_B_ACTIVE,41.7,EDP8_Technology_Obsolescence,20250909_022127
Fluxwerx Illumination,fluxwerx.com,TIER_B_ACTIVE,48.25,EDP8_Technology_Obsolescence,20250909_022127
Cooper Lighting Solutions,cooperlighting.com,TIER_B_ACTIVE,61.0,EDP7_Sales_Enablement,20250909_022127
LightArt,lightart.com,TIER_B_ACTIVE,64.55,EDP7_Sales_Enablement,20250909_022127
BFM Seating,bfmseating.com,TIER_B_ACTIVE,45.95,EDP8_Technology_Obsolescence,20250909_022127
Haskell,haskelloffice.com,TIER_B_ACTIVE,40.7,EDP8_Technology_Obsolescence,20250909_022127
BFM Seating,bfmseating.com,TIER_B_ACTIVE,45.95,EDP8_Technology_Obsolescence,20250909_022127
Artika Pro,artikapro.com,TIER_B_ACTIVE,61.45,EDP7_Sales_Enablement,20250909_022127
