company_name,domain,qualification_tier,psi_score,primary_edp,processed_timestamp
Lammhults,lammhults.se,TIER_B_ACTIVE,65.05,EDP7_Sales_Enablement,20250909_011207
Wendelbo,wendelbo.com,TIER_B_ACTIVE,47.45,EDP8_Technology_Obsolescence,20250909_011207
Molteni & C,molteni.it,TIER_B_ACTIVE,62.0,EDP7_Sales_Enablement,20250909_011207
Mimi London,mimilondon.com,TIER_B_ACTIVE,63.45,EDP7_Sales_Enablement,20250909_011207
Lammhults,lammhults.se,TIER_B_ACTIVE,65.05,EDP7_Sales_Enablement,20250909_011207
Wesport,grosfillexfurniture.com,TIER_B_ACTIVE,48.25,EDP8_Technology_Obsolescence,20250909_011207
American Bedding,americanbeddingmfg.com,TIER_B_ACTIVE,56.5,EDP8_Technology_Obsolescence,20250909_011207
Alumni Classroom Furniture,alumnieducationalsolutions.com,TIER_B_ACTIVE,41.15,EDP8_Technology_Obsolescence,20250909_011207
Midj Italy,midj.com,TIER_A_IMMEDIATE,71.7,EDP8_Technology_Obsolescence,20250909_011207
INTERIOR CONCEPTS,interiorconcepts.com,TIER_B_ACTIVE,48.25,EDP8_Technology_Obsolescence,20250909_011207
Koleksiyon,koleksiyon.us,TIER_B_ACTIVE,48.25,EDP8_Technology_Obsolescence,20250909_011207
Alumni Classroom Furniture,alumnieducationalsolutions.com,TIER_B_ACTIVE,41.15,EDP8_Technology_Obsolescence,20250909_011207
Carl Hansen,carlhansen.com,TIER_B_ACTIVE,52.1,EDP8_Technology_Obsolescence,20250909_011207
Carl Hansen,carlhansen.com,TIER_B_ACTIVE,52.1,EDP8_Technology_Obsolescence,20250909_011207
Carl Hansen,carlhansen.com,TIER_B_ACTIVE,52.1,EDP8_Technology_Obsolescence,20250909_011207
Borzalino,borzalino.com,TIER_B_ACTIVE,62.75,EDP7_Sales_Enablement,20250909_011207
Technology Desking,technologydeskingtradingdesks.com,TIER_B_ACTIVE,63.55,EDP7_Sales_Enablement,20250909_011207
Bronx,blueprintlighting.com,TIER_B_ACTIVE,50.9,EDP8_Technology_Obsolescence,20250909_011207
Mimi London,mimilondon.com,TIER_B_ACTIVE,63.45,EDP7_Sales_Enablement,20250909_011207
Wendelbo,wendelbo.com,TIER_B_ACTIVE,47.45,EDP8_Technology_Obsolescence,20250909_011207
Wesport,grosfillexfurniture.com,TIER_B_ACTIVE,48.25,EDP8_Technology_Obsolescence,20250909_011207
Borzalino,borzalino.com,TIER_B_ACTIVE,62.75,EDP7_Sales_Enablement,20250909_011207
Wendelbo,wendelbo.com,TIER_B_ACTIVE,47.45,EDP8_Technology_Obsolescence,20250909_011207
Summit,summitfurniture.com,TIER_B_ACTIVE,49.25,EDP8_Technology_Obsolescence,20250909_011207
Fermob USA,fermobusa.com,TIER_B_ACTIVE,47.45,EDP8_Technology_Obsolescence,20250909_011207
Midj Italy,midj.com,TIER_A_IMMEDIATE,71.7,EDP8_Technology_Obsolescence,20250909_011207
Carl Hansen,carlhansen.com,TIER_B_ACTIVE,52.1,EDP8_Technology_Obsolescence,20250909_011207
Carl Hansen,carlhansen.com,TIER_B_ACTIVE,52.1,EDP8_Technology_Obsolescence,20250909_011207
Greenington,greenington.com,TIER_B_ACTIVE,48.25,EDP8_Technology_Obsolescence,20250909_011207
Borzalino,borzalino.com,TIER_B_ACTIVE,62.75,EDP7_Sales_Enablement,20250909_011207
Parla Design,parladesign.com,TIER_B_ACTIVE,48.25,EDP8_Technology_Obsolescence,20250909_011207
PP MOBLER,pp.dk,TIER_A_IMMEDIATE,76.5,EDP8_Technology_Obsolescence,20250909_011207
Stanton,stantonsofas.com,TIER_B_ACTIVE,63.45,EDP7_Sales_Enablement,20250909_011207
Alumni Classroom Furniture,alumnieducationalsolutions.com,TIER_B_ACTIVE,41.15,EDP8_Technology_Obsolescence,20250909_011207
Calligaris Toronto/S.p.A.,calligaris.com,TIER_B_ACTIVE,43.95,EDP8_Technology_Obsolescence,20250909_011207
Greenington,greenington.com,TIER_B_ACTIVE,48.25,EDP8_Technology_Obsolescence,20250909_011207
INTERIOR CONCEPTS,interiorconcepts.com,TIER_B_ACTIVE,48.25,EDP8_Technology_Obsolescence,20250909_011207
Wendelbo,wendelbo.com,TIER_B_ACTIVE,47.45,EDP8_Technology_Obsolescence,20250909_011207
Dovetail Furniture,dovetailhome.com,TIER_B_ACTIVE,55.9,EDP7_Sales_Enablement,20250909_011207
Alumni Classroom Furniture,alumnieducationalsolutions.com,TIER_B_ACTIVE,41.15,EDP8_Technology_Obsolescence,20250909_011207
Bright Chair,brightchair.com,TIER_B_ACTIVE,52.9,EDP8_Technology_Obsolescence,20250909_011207
Parla Design,parladesign.com,TIER_B_ACTIVE,48.25,EDP8_Technology_Obsolescence,20250909_011207
Calligaris Toronto/S.p.A.,calligaris.com,TIER_B_ACTIVE,43.95,EDP8_Technology_Obsolescence,20250909_011207
ABCrosby,abcrosby.com,TIER_B_ACTIVE,64.65,EDP7_Sales_Enablement,20250909_011207
Bright Chair,brightchair.com,TIER_B_ACTIVE,52.9,EDP8_Technology_Obsolescence,20250909_011207
ABCO,abcogroup.ca,TIER_B_ACTIVE,69.8,EDP8_Technology_Obsolescence,20250909_011207
OW Seating,owseating.com,TIER_B_ACTIVE,63.45,EDP7_Sales_Enablement,20250909_011207
