company_name,domain,qualification_tier,psi_score,primary_edp,processed_timestamp
Afra Furniture,afrafurniture.com,TIER_B_ACTIVE,47.45,EDP8_Technology_Obsolescence,20250909_012307
Calligaris Toronto/S.p.A.,calligaris.com,TIER_B_ACTIVE,43.95,EDP8_Technology_Obsolescence,20250909_012307
Hauser,hausersite.com,TIER_B_ACTIVE,49.45,EDP8_Technology_Obsolescence,20250909_012307
Precedent,precedent-furniture.com,TIER_B_ACTIVE,52.25,EDP8_Technology_Obsolescence,20250909_012307
Precedent,precedent-furniture.com,TIER_B_ACTIVE,52.25,EDP8_Technology_Obsolescence,20250909_012307
Precedent,precedent-furniture.com,TIER_B_ACTIVE,52.25,EDP8_Technology_Obsolescence,20250909_012307
Mr. & Mrs. Howard,mrandmrshoward.sherrillfurniture.com,TIER_B_ACTIVE,68.65,EDP8_Technology_Obsolescence,20250909_012307
Calligaris Toronto/S.p.A.,calligaris.com,TIER_B_ACTIVE,43.95,EDP8_Technology_Obsolescence,20250909_012307
Worlds Away,worlds-away.com,TIER_B_ACTIVE,43.0,EDP8_Technology_Obsolescence,20250909_012307
Calligaris Toronto/S.p.A.,calligaris.com,TIER_B_ACTIVE,43.95,EDP8_Technology_Obsolescence,20250909_012307
Precedent,precedent-furniture.com,TIER_B_ACTIVE,52.25,EDP8_Technology_Obsolescence,20250909_012307
Borgo,borgo.com,TIER_B_ACTIVE,54.5,EDP8_Technology_Obsolescence,20250909_012307
Natasha Baradaran,natashabaradaran.com,TIER_B_ACTIVE,67.05,EDP7_Sales_Enablement,20250909_012307
Natasha Baradaran,natashabaradaran.com,TIER_B_ACTIVE,67.05,EDP7_Sales_Enablement,20250909_012307
Delray,martinfurniture.com,TIER_B_ACTIVE,42.95,EDP8_Technology_Obsolescence,20250909_012307
Delray,martinfurniture.com,TIER_B_ACTIVE,42.95,EDP8_Technology_Obsolescence,20250909_012307
Armen Living,armenliving.com,TIER_B_ACTIVE,46.25,EDP8_Technology_Obsolescence,20250909_012307
Skyline Design,skylinefurnituremfg.com,TIER_B_ACTIVE,63.45,EDP7_Sales_Enablement,20250909_012307
Armen Living,armenliving.com,TIER_B_ACTIVE,46.25,EDP8_Technology_Obsolescence,20250909_012307
Scale 1:1,scale1to1.com,TIER_B_ACTIVE,66.25,EDP7_Sales_Enablement,20250909_012307
Wagner,wagner-living.de,TIER_B_ACTIVE,57.7,EDP8_Technology_Obsolescence,20250909_012307
Whittier Woods Furniture Co.,whittierwood.com,TIER_B_ACTIVE,40.6,EDP8_Technology_Obsolescence,20250909_012307
Whittier Woods Furniture Co.,whittierwood.com,TIER_B_ACTIVE,40.6,EDP8_Technology_Obsolescence,20250909_012307
GASSER CHAIR,gasserchair.com,TIER_B_ACTIVE,62.75,EDP7_Sales_Enablement,20250909_012307
Johnston Casuals,johnstoncasuals.com,TIER_B_ACTIVE,44.2,EDP8_Technology_Obsolescence,20250909_012307
Rouillard,rouillard.ca,TIER_B_ACTIVE,68.25,EDP7_Sales_Enablement,20250909_012307
Martin / Brattrud,martinbrattrud.com,TIER_B_ACTIVE,60.8,EDP7_Sales_Enablement,20250909_012307
Rouillard,rouillard.ca,TIER_B_ACTIVE,68.25,EDP7_Sales_Enablement,20250909_012307
Rouillard,rouillard.ca,TIER_B_ACTIVE,68.25,EDP7_Sales_Enablement,20250909_012307
Provado Inc.,provadoinc.com,TIER_B_ACTIVE,63.45,EDP7_Sales_Enablement,20250909_012307
Media Technologies,mediatechnologies.com,TIER_B_ACTIVE,42.75,EDP8_Technology_Obsolescence,20250909_012307
GASSER CHAIR,gasserchair.com,TIER_B_ACTIVE,62.75,EDP7_Sales_Enablement,20250909_012307
Media Technologies,mediatechnologies.com,TIER_B_ACTIVE,42.75,EDP8_Technology_Obsolescence,20250909_012307
GASSER CHAIR,gasserchair.com,TIER_B_ACTIVE,62.75,EDP7_Sales_Enablement,20250909_012307
PROIMI,proimi.com,TIER_B_ACTIVE,49.45,EDP8_Technology_Obsolescence,20250909_012307
Mobi furniture,mobi.com.tr,TIER_B_ACTIVE,44.65,EDP8_Technology_Obsolescence,20250909_012307
GASSER CHAIR,gasserchair.com,TIER_B_ACTIVE,62.75,EDP7_Sales_Enablement,20250909_012307
GASSER CHAIR,gasserchair.com,TIER_B_ACTIVE,62.75,EDP7_Sales_Enablement,20250909_012307
Gallotti&Radice,gallottiradice.it,TIER_B_ACTIVE,61.45,EDP7_Sales_Enablement,20250909_012307
Trendler,trendler.com,TIER_B_ACTIVE,62.75,EDP7_Sales_Enablement,20250909_012307
Trendler,trendler.com,TIER_B_ACTIVE,62.75,EDP7_Sales_Enablement,20250909_012307
Trendler,trendler.com,TIER_B_ACTIVE,62.75,EDP7_Sales_Enablement,20250909_012307
GASSER CHAIR,gasserchair.com,TIER_B_ACTIVE,62.75,EDP7_Sales_Enablement,20250909_012307
Trendler,trendler.com,TIER_B_ACTIVE,62.75,EDP7_Sales_Enablement,20250909_012307
Trendler,trendler.com,TIER_B_ACTIVE,62.75,EDP7_Sales_Enablement,20250909_012307
