company_name,domain,qualification_tier,psi_score,primary_edp,processed_timestamp
Nina Campbell,shop.ninacampbell.com,TIER_B_ACTIVE,54.5,EDP8_Technology_Obsolescence,20250909_015330
Woodland Furniture,woodlandfurniture.com,TIER_B_ACTIVE,50.6,EDP8_Technology_Obsolescence,20250909_015330
BDI,bdiusa.com,TIER_B_ACTIVE,63.45,EDP7_Sales_Enablement,20250909_015330
BDI,bdiusa.com,TIER_B_ACTIVE,63.45,EDP7_Sales_Enablement,20250909_015330
A & E Bath and Shower,aebath.com,TIER_B_ACTIVE,63.45,EDP7_Sales_Enablement,20250909_015330
AmerTac,amertac.com,TIER_B_ACTIVE,62.45,EDP7_Sales_Enablement,20250909_015330
BDI,bdiusa.com,TIER_B_ACTIVE,63.45,EDP7_Sales_Enablement,20250909_015330
BDI,bdiusa.com,TIER_B_ACTIVE,63.45,EDP7_Sales_Enablement,20250909_015330
The Hammock Source,thehammocksource.com,TIER_A_IMMEDIATE,71.7,EDP8_Technology_Obsolescence,20250909_015330
Nova Pole International Inc.,novapole.com,TIER_B_ACTIVE,52.1,EDP8_Technology_Obsolescence,20250909_015330
SWFTLY,goswftly.com,TIER_B_ACTIVE,49.4,EDP8_Technology_Obsolescence,20250909_015330
Watson,watsonfurniture.com,TIER_B_ACTIVE,44.0,EDP8_Technology_Obsolescence,20250909_015330
Watson,watsonfurniture.com,TIER_B_ACTIVE,44.0,EDP8_Technology_Obsolescence,20250909_015330
SLP,slplighting.com,TIER_B_ACTIVE,48.25,EDP8_Technology_Obsolescence,20250909_015330
Lillian August,lillianaugust.com,TIER_B_ACTIVE,47.45,EDP8_Technology_Obsolescence,20250909_015330
Rags,usarags.com,TIER_A_IMMEDIATE,73.3,EDP8_Technology_Obsolescence,20250909_015330
Denver Modern,denvermodern.com,TIER_B_ACTIVE,55.7,EDP8_Technology_Obsolescence,20250909_015330
Fendi Casa,fendicasa.com,TIER_B_ACTIVE,49.45,EDP8_Technology_Obsolescence,20250909_015330
Orchids Lux Home,orchidsluxhome.com,TIER_B_ACTIVE,42.2,EDP8_Technology_Obsolescence,20250909_015330
Esschert Design,esschertdesign.com,TIER_B_ACTIVE,56.5,EDP8_Technology_Obsolescence,20250909_015330
Moore & Giles,mooreandgiles.com,TIER_B_ACTIVE,54.5,EDP8_Technology_Obsolescence,20250909_015330
Moore & Giles,mooreandgiles.com,TIER_B_ACTIVE,54.5,EDP8_Technology_Obsolescence,20250909_015330
Moore & Giles,mooreandgiles.com,TIER_B_ACTIVE,54.5,EDP8_Technology_Obsolescence,20250909_015330
A&B Home,abhomeinc.com,TIER_B_ACTIVE,54.5,EDP8_Technology_Obsolescence,20250909_015330
Identity Group,identityfurniture.com.au,TIER_B_ACTIVE,44.65,EDP8_Technology_Obsolescence,20250909_015330
Identity Group,identityfurniture.com.au,TIER_B_ACTIVE,44.65,EDP8_Technology_Obsolescence,20250909_015330
Identity Group,identityfurniture.com.au,TIER_B_ACTIVE,44.65,EDP8_Technology_Obsolescence,20250909_015330
Audo Copenhagen,audocph.com,TIER_B_ACTIVE,52.2,EDP8_Technology_Obsolescence,20250909_015330
King Luminaire,scgrp.com,TIER_B_ACTIVE,49.25,EDP8_Technology_Obsolescence,20250909_015330
Kurtzon Lighting,kurtzon.com,TIER_B_ACTIVE,45.75,EDP8_Technology_Obsolescence,20250909_015330
Truly Green Solutions,trulygreensolutions.com,TIER_B_ACTIVE,49.8,EDP7_Sales_Enablement,20250909_015330
Light Tape,lighttape.com,TIER_B_ACTIVE,67.05,EDP7_Sales_Enablement,20250909_015330
LINEA LIGHT,linealight.com,TIER_B_ACTIVE,63.45,EDP7_Sales_Enablement,20250909_015330
PAL Lighting,pallighting.com,TIER_B_ACTIVE,48.95,EDP8_Technology_Obsolescence,20250909_015330
LightArt,lightart.com,TIER_B_ACTIVE,64.75,EDP7_Sales_Enablement,20250909_015330
CORONET,coronetled.com,TIER_B_ACTIVE,49.45,EDP8_Technology_Obsolescence,20250909_015330
oxygen lighting,oxygenlighting.com,TIER_B_ACTIVE,52.25,EDP8_Technology_Obsolescence,20250909_015330
Liteline,liteline.com,TIER_B_ACTIVE,45.95,EDP8_Technology_Obsolescence,20250909_015330
Visa Lighting,visalighting.com,TIER_B_ACTIVE,44.2,EDP8_Technology_Obsolescence,20250909_015330
E:Cue,traxon-ecue.com,TIER_B_ACTIVE,63.45,EDP7_Sales_Enablement,20250909_015330
Legion Lighting Co. Inc.,legionlighting.com,TIER_B_ACTIVE,69.75,EDP7_Sales_Enablement,20250909_015330
Lind Equipment,lindequipment.net,TIER_B_ACTIVE,58.2,EDP7_Sales_Enablement,20250909_015330
Lighting Services Inc,lightingservicesinc.com,TIER_B_ACTIVE,45.2,EDP8_Technology_Obsolescence,20250909_015330
