company_name,domain,processing_version,weighted_psi_score,averaged_psi_score,qualification_tier,purchase_probability,weighted_primary_edp,averaged_primary_edp,primary_edp_match,has_product_search,has_mobile_optimization,has_ssl,page_speed_score,sku_count_estimate,channel_count,rep_count_estimate,target_audience,geographic_presence,trade_shows_mentioned,product_types,campaign_type,email_count,linkedin_count,ad_suggestions_count,missing_features,evidence_hooks
Morbern,morbern.com,v2_validated,53.0,56.0,TIER_B_ACTIVE,0.5565000000000001,EDP8_Technology_Obsolescence,EDP2_Rep_Management,False,True,True,True,Poor,5000,1,10,Mixed,Unknown,,decor,crisis_intervention,3,2,2,"Comparison tool, Quote builder, Project boards, Rep portal","SSL EXPIRED - customers questioning credibility, Morbern 40% slower than digital competitors, Your 10 reps have no portal"
Rubelli,rubelli.com,v2_validated,61.55,59.0,TIER_B_ACTIVE,0.6770499999999999,EDP7_Sales_Enablement,EDP2_Rep_Management,False,False,True,True,Poor,5000,1,10,Trade only,Unknown,,"outdoor, decor",crisis_intervention,3,2,2,"Product search, Comparison tool, Quote builder, Rep portal","Your 10 reps have no portal, 2,000 SKUs but no search function"
Morbern,morbern.com,v2_validated,53.0,56.0,TIER_B_ACTIVE,0.5565000000000001,EDP8_Technology_Obsolescence,EDP2_Rep_Management,False,True,True,True,Poor,5000,1,10,Mixed,Unknown,,decor,crisis_intervention,3,2,2,"Comparison tool, Quote builder, Project boards, Rep portal","SSL EXPIRED - customers questioning credibility, Morbern 40% slower than digital competitors, Your 10 reps have no portal"
Rubelli,rubelli.com,v2_validated,61.55,59.0,TIER_B_ACTIVE,0.6770499999999999,EDP7_Sales_Enablement,EDP2_Rep_Management,False,False,True,True,Poor,5000,1,10,Trade only,Unknown,,"outdoor, decor",crisis_intervention,3,2,2,"Product search, Comparison tool, Quote builder, Rep portal","Your 10 reps have no portal, 2,000 SKUs but no search function"
Morbern,morbern.com,v2_validated,53.0,56.0,TIER_B_ACTIVE,0.5565000000000001,EDP8_Technology_Obsolescence,EDP2_Rep_Management,False,True,True,True,Poor,5000,1,10,Mixed,Unknown,,decor,crisis_intervention,3,2,2,"Comparison tool, Quote builder, Project boards, Rep portal","SSL EXPIRED - customers questioning credibility, Morbern 40% slower than digital competitors, Your 10 reps have no portal"
Rubelli,rubelli.com,v2_validated,61.55,59.0,TIER_B_ACTIVE,0.6770499999999999,EDP7_Sales_Enablement,EDP2_Rep_Management,False,False,True,True,Poor,5000,1,10,Trade only,Unknown,,"outdoor, decor",crisis_intervention,3,2,2,"Product search, Comparison tool, Quote builder, Rep portal","Your 10 reps have no portal, 2,000 SKUs but no search function"
Rubelli,rubelli.com,v2_validated,61.55,59.0,TIER_B_ACTIVE,0.6770499999999999,EDP7_Sales_Enablement,EDP2_Rep_Management,False,False,True,True,Poor,5000,1,10,Trade only,Unknown,,"outdoor, decor",crisis_intervention,3,2,2,"Product search, Comparison tool, Quote builder, Rep portal","Your 10 reps have no portal, 2,000 SKUs but no search function"
Morbern,morbern.com,v2_validated,53.0,56.0,TIER_B_ACTIVE,0.5565000000000001,EDP8_Technology_Obsolescence,EDP2_Rep_Management,False,True,True,True,Poor,5000,1,10,Mixed,Unknown,,decor,crisis_intervention,3,2,2,"Comparison tool, Quote builder, Project boards, Rep portal","SSL EXPIRED - customers questioning credibility, Morbern 40% slower than digital competitors, Your 10 reps have no portal"
Truck-Lite,truck-lite.com,v2_validated,57.5,62.0,TIER_B_ACTIVE,0.60375,EDP8_Technology_Obsolescence,EDP2_Rep_Management,False,True,True,True,Poor,5000,1,10,Mixed,Worldwide,,"lighting, decor",crisis_intervention,3,2,2,"Comparison tool, Rep portal","SSL EXPIRED - customers questioning credibility, Truck-Lite 40% slower than digital competitors, Your 10 reps have no portal"
Truck-Lite,truck-lite.com,v2_validated,57.5,62.0,TIER_B_ACTIVE,0.60375,EDP8_Technology_Obsolescence,EDP2_Rep_Management,False,True,True,True,Poor,5000,1,10,Mixed,Worldwide,,"lighting, decor",crisis_intervention,3,2,2,"Comparison tool, Rep portal","SSL EXPIRED - customers questioning credibility, Truck-Lite 40% slower than digital competitors, Your 10 reps have no portal"
