company_name,domain,processing_version,weighted_psi_score,averaged_psi_score,qualification_tier,purchase_probability,weighted_primary_edp,averaged_primary_edp,primary_edp_match,has_product_search,has_mobile_optimization,has_ssl,page_speed_score,sku_count_estimate,channel_count,rep_count_estimate,target_audience,geographic_presence,trade_shows_mentioned,product_types,campaign_type,email_count,linkedin_count,ad_suggestions_count,missing_features,evidence_hooks
Green Theory,greentheory.com,v2_validated,44.75,51.0,TIER_B_ACTIVE,0.46987500000000004,EDP8_Technology_Obsolescence,EDP2_Rep_Management,False,True,True,True,Poor,5000,1,10,Mixed,USA,,"furniture, outdoor, decor",crisis_intervention,3,2,2,"Comparison tool, Rep portal",Your 10 reps have no portal
Green Theory,greentheory.com,v2_validated,44.75,51.0,TIER_B_ACTIVE,0.46987500000000004,EDP8_Technology_Obsolescence,EDP2_Rep_Management,False,True,True,True,Poor,5000,1,10,Mixed,USA,,"furniture, outdoor, decor",crisis_intervention,3,2,2,"Comparison tool, Rep portal",Your 10 reps have no portal
Green Theory,greentheory.com,v2_validated,44.75,51.0,TIER_B_ACTIVE,0.46987500000000004,EDP8_Technology_Obsolescence,EDP2_Rep_Management,False,True,True,True,Poor,5000,1,10,Mixed,USA,,"furniture, outdoor, decor",crisis_intervention,3,2,2,"Comparison tool, Rep portal",Your 10 reps have no portal
Green Theory,greentheory.com,v2_validated,44.75,51.0,TIER_B_ACTIVE,0.46987500000000004,EDP8_Technology_Obsolescence,EDP2_Rep_Management,False,True,True,True,Poor,5000,1,10,Mixed,USA,,"furniture, outdoor, decor",crisis_intervention,3,2,2,"Comparison tool, Rep portal",Your 10 reps have no portal
Wells,wellshome.com,v2_validated,64.0,72.0,TIER_B_ACTIVE,0.7040000000000001,EDP7_Sales_Enablement,EDP1_SKU_Complexity,False,False,True,True,Poor,5000,1,100,Mixed,Worldwide,,"furniture, lighting, outdoor, decor",crisis_intervention,3,2,2,"Product search, Project boards, Rep portal","Your 10 reps have no portal, 2,000 SKUs but no search function"
Wright,wrightsfurniture.com,v2_validated,66.05,65.0,TIER_B_ACTIVE,0.72655,EDP7_Sales_Enablement,EDP2_Rep_Management,False,False,True,True,Poor,5000,2,10,Mixed,USA,,"furniture, outdoor, decor",crisis_intervention,3,2,2,"Product search, Comparison tool, Rep portal","No mobile site for High Point Market?, Wright: Manual catalog navigation killing productivity, Your 10 reps have no portal"
Wright,wrightsfurniture.com,v2_validated,66.05,65.0,TIER_B_ACTIVE,0.72655,EDP7_Sales_Enablement,EDP2_Rep_Management,False,False,True,True,Poor,5000,2,10,Mixed,USA,,"furniture, outdoor, decor",crisis_intervention,3,2,2,"Product search, Comparison tool, Rep portal","No mobile site for High Point Market?, Wright: Manual catalog navigation killing productivity, Your 10 reps have no portal"
Fourteenth Colony Lighting,fourteenthcolonylighting.com,v2_validated,59.95,61.0,TIER_B_ACTIVE,0.6594500000000001,EDP7_Sales_Enablement,EDP2_Rep_Management,False,False,True,True,Poor,2000,0,10,Mixed,USA,,"lighting, outdoor",crisis_intervention,3,2,2,"Product search, Comparison tool, Quote builder, Project boards, Rep portal",Your 10 reps have no portal
Wells,wellshome.com,v2_validated,64.0,72.0,TIER_B_ACTIVE,0.7040000000000001,EDP7_Sales_Enablement,EDP1_SKU_Complexity,False,False,True,True,Poor,5000,1,100,Mixed,Worldwide,,"furniture, lighting, outdoor, decor",crisis_intervention,3,2,2,"Product search, Project boards, Rep portal","Your 10 reps have no portal, 2,000 SKUs but no search function"
Airstar,airstar-light.com,v2_validated,63.45,63.0,TIER_B_ACTIVE,0.6979500000000002,EDP7_Sales_Enablement,EDP2_Rep_Management,False,False,True,True,Poor,500,0,10,Mixed,Unknown,,,crisis_intervention,3,2,2,"Product search, Comparison tool, Quote builder, Project boards, Rep portal","No mobile site for High Point Market?, Airstar: Manual catalog navigation killing productivity, Your 10 reps have no portal"
Martinelli Luce,martinelliluce.it,v2_validated,76.5,76.0,TIER_A_IMMEDIATE,0.80325,EDP8_Technology_Obsolescence,EDP1_SKU_Complexity,False,False,True,True,Poor,5000,1,10,Trade only,USA,,"outdoor, decor",crisis_intervention,3,2,2,"Product search, Comparison tool, Quote builder, Project boards, Rep portal","No mobile site for High Point Market?, Martinelli Luce: Manual catalog navigation killing productivity, SSL EXPIRED - customers questioning credibility"
Wever & Ducré,weverducre.com,v2_validated,50.2,50.0,TIER_B_ACTIVE,0.5271,EDP8_Technology_Obsolescence,EDP8_Technology_Obsolescence,True,True,True,True,Poor,5000,1,100,Mixed,Worldwide,,"lighting, outdoor, decor",crisis_intervention,3,2,2,Comparison tool,"SSL EXPIRED - customers questioning credibility, Wever & Ducré 40% slower than digital competitors"
Wever & Ducré,weverducre.com,v2_validated,50.2,50.0,TIER_B_ACTIVE,0.5271,EDP8_Technology_Obsolescence,EDP8_Technology_Obsolescence,True,True,True,True,Poor,5000,1,100,Mixed,Worldwide,,"lighting, outdoor, decor",crisis_intervention,3,2,2,Comparison tool,"SSL EXPIRED - customers questioning credibility, Wever & Ducré 40% slower than digital competitors"
Espen Technology,espentech.com,v2_validated,43.0,46.0,TIER_B_ACTIVE,0.4515,EDP8_Technology_Obsolescence,EDP2_Rep_Management,False,True,True,True,Poor,5000,1,20,Mixed,Worldwide,,"lighting, outdoor, decor",crisis_intervention,3,2,2,"Comparison tool, Quote builder, Project boards, Rep portal",Your 10 reps have no portal
