company_name,domain,processing_version,weighted_psi_score,averaged_psi_score,qualification_tier,purchase_probability,weighted_primary_edp,averaged_primary_edp,primary_edp_match,has_product_search,has_mobile_optimization,has_ssl,page_speed_score,sku_count_estimate,channel_count,rep_count_estimate,target_audience,geographic_presence,trade_shows_mentioned,product_types,campaign_type,email_count,linkedin_count,ad_suggestions_count,missing_features,evidence_hooks
"ENVOY LIGHTING, INC.",envoylighting.com/,v2_validated,59.55,59.0,TIER_B_ACTIVE,0.6550499999999999,EDP7_Sales_Enablement,EDP1_SKU_Complexity,False,False,True,True,Poor,5000,1,10,Mixed,USA,,"lighting, outdoor",crisis_intervention,8,2,2,"Product search, Comparison tool, Project boards","No mobile site for High Point Market?, ENVOY LIGHTING, INC.: Manual catalog navigation killing productivity, 2,000 SKUs but no search function"
Adura LLC,adurasolutions.com/,v2_validated,64.75,69.0,TIER_B_ACTIVE,0.71225,EDP7_Sales_Enablement,EDP1_SKU_Complexity,False,False,True,True,Poor,5000,0,10,Mixed,USA,,"lighting, outdoor, decor",crisis_intervention,8,2,2,"Product search, Comparison tool, Quote builder, Rep portal","Your 10 reps have no portal, 2,000 SKUs but no search function"
LED Smart Inc.,ledsmart.com/,v2_validated,60.45,65.0,TIER_B_ACTIVE,0.6649499999999999,EDP7_Sales_Enablement,EDP2_Rep_Management,False,False,True,True,Poor,5000,1,10,Mixed,USA,,"lighting, decor",crisis_intervention,8,2,2,"Product search, Comparison tool, Quote builder, Rep portal","No mobile site for High Point Market?, LED Smart Inc.: Manual catalog navigation killing productivity, Your 10 reps have no portal"
TCP Lighting,tcpi.com/,v2_validated,46.95,43.0,TIER_B_ACTIVE,0.49297500000000005,EDP8_Technology_Obsolescence,EDP8_Technology_Obsolescence,True,True,True,True,Poor,5000,1,20,B2C retail,Unknown,,"lighting, outdoor, decor",crisis_intervention,8,2,2,"Comparison tool, Rep portal","SSL EXPIRED - customers questioning credibility, TCP Lighting 40% slower than digital competitors, Your 10 reps have no portal"
VIZULO Solutions,vizulo.com/en,v2_validated,71.7,68.0,TIER_A_IMMEDIATE,0.7528500000000001,EDP8_Technology_Obsolescence,EDP2_Rep_Management,False,False,True,True,Poor,500,1,100,Mixed,Worldwide,,"lighting, outdoor",crisis_intervention,8,2,2,"Product search, Comparison tool, Quote builder, Rep portal","No mobile site for High Point Market?, VIZULO Solutions: Manual catalog navigation killing productivity, SSL EXPIRED - customers questioning credibility"
KEYSTONE TECHNOLOGIES,keystonetech.com/,v2_validated,71.0,66.0,TIER_A_IMMEDIATE,0.7454999999999999,EDP8_Technology_Obsolescence,EDP1_SKU_Complexity,False,False,True,True,Poor,5000,1,50,B2B wholesale,USA,,"lighting, outdoor, decor",crisis_intervention,8,2,2,"Product search, Comparison tool, Rep portal","SSL EXPIRED - customers questioning credibility, KEYSTONE TECHNOLOGIES 40% slower than digital competitors, Your 10 reps have no portal"
"LEDiL, INC.",ledil.com/,v2_validated,54.2,58.0,TIER_B_ACTIVE,0.5691,EDP8_Technology_Obsolescence,EDP2_Rep_Management,False,True,True,True,Poor,5000,0,10,B2C retail,Unknown,,"lighting, outdoor, decor",crisis_intervention,8,2,2,"Comparison tool, Rep portal","SSL EXPIRED - customers questioning credibility, LEDiL, INC. 40% slower than digital competitors, Your 10 reps have no portal"
SOLTECH & SUPER EMPOWER—WE EMPOWER WATT MATTERS,soltechlighting.com,v2_validated,59.8,54.0,TIER_B_ACTIVE,0.6578,EDP7_Sales_Enablement,EDP1_SKU_Complexity,False,False,True,True,Poor,5000,1,20,Mixed,USA,,"lighting, outdoor, decor",crisis_intervention,8,2,2,"Product search, Comparison tool, Quote builder, Rep portal","No mobile site for High Point Market?, SOLTECH & SUPER EMPOWER—WE EMPOWER WATT MATTERS: Manual catalog navigation killing productivity, Your 10 reps have no portal"
WAVE LIGHTING,wavelighting.com/,v2_validated,47.75,49.0,TIER_B_ACTIVE,0.501375,EDP8_Technology_Obsolescence,EDP8_Technology_Obsolescence,True,True,True,True,Poor,5000,1,20,Mixed,USA,,"lighting, outdoor, decor",crisis_intervention,8,2,2,"Comparison tool, Quote builder, Project boards, Rep portal","SSL EXPIRED - customers questioning credibility, WAVE LIGHTING 40% slower than digital competitors, Your 10 reps have no portal"
Red Sky Lighting LLC.,redskylighting.com/,v2_validated,64.0,68.0,TIER_B_ACTIVE,0.7040000000000001,EDP7_Sales_Enablement,EDP1_SKU_Complexity,False,False,True,True,Poor,5000,0,20,Mixed,Worldwide,,"lighting, decor",crisis_intervention,8,2,2,"Product search, Comparison tool, Quote builder, Project boards, Rep portal","No mobile site for High Point Market?, Red Sky Lighting LLC.: Manual catalog navigation killing productivity, Your 10 reps have no portal"
