company_name,domain,qualification_tier,psi_score,primary_edp,processed_timestamp
West Bros Furn,westbrosfurniture.com,TIER_B_ACTIVE,55.25,EDP7_Sales_Enablement,20250918_233040
Brown Jordan,brownjordan.com,TIER_B_ACTIVE,42.0,EDP8_Technology_Obsolescence,20250918_233040
Kettal,kettal.com,TIER_B_ACTIVE,63.45,EDP7_Sales_Enablement,20250918_233040
Mity Lite,mitylite.com,TIER_B_ACTIVE,50.45,EDP8_Technology_Obsolescence,20250918_233040
Mity Lite,mitylite.com,TIER_B_ACTIVE,50.45,EDP8_Technology_Obsolescence,20250918_233040
Acuity,allsteeloffice.com,TIER_B_ACTIVE,66.25,EDP7_Sales_Enablement,20250918_233040
Zeitraum,zeitraum-moebel.de,TIER_B_ACTIVE,67.05,EDP7_Sales_Enablement,20250918_233040
HOMECREST OUTDOOR LIVING,homecrest.com,TIER_B_ACTIVE,60.75,EDP7_Sales_Enablement,20250918_233040
Media Technologies,mediatechnologies.com,TIER_B_ACTIVE,42.75,EDP8_Technology_Obsolescence,20250918_233040
NUANS,nuansdesign.com,TIER_B_ACTIVE,43.95,EDP8_Technology_Obsolescence,20250918_233040
Avid,foliot.com,TIER_B_ACTIVE,68.25,EDP7_Sales_Enablement,20250918_233040
OMseating,omseating.com,TIER_B_ACTIVE,44.2,EDP8_Technology_Obsolescence,20250918_233040
Artcobell,artcobell.com,TIER_B_ACTIVE,63.55,EDP7_Sales_Enablement,20250918_233040
SAFCO Products,safcoproducts.com,TIER_B_ACTIVE,44.7,EDP8_Technology_Obsolescence,20250918_233040
Rightangle Products,raproducts.com,TIER_B_ACTIVE,48.2,EDP8_Technology_Obsolescence,20250918_233040
SAFCO Products,safcoproducts.com,TIER_B_ACTIVE,44.7,EDP8_Technology_Obsolescence,20250918_233040
Nevers Furniture,nevers.com,TIER_B_ACTIVE,51.25,EDP8_Technology_Obsolescence,20250918_233040
Eilersen,eilersen.eu,TIER_B_ACTIVE,48.2,EDP8_Technology_Obsolescence,20250918_233040
Avid,foliot.com,TIER_B_ACTIVE,68.25,EDP7_Sales_Enablement,20250918_233040
Mity Lite,mitylite.com,TIER_B_ACTIVE,50.45,EDP8_Technology_Obsolescence,20250918_233040
Mity Lite,mitylite.com,TIER_B_ACTIVE,50.45,EDP8_Technology_Obsolescence,20250918_233040
Troy Lighting,hvlgroup.com,TIER_B_ACTIVE,50.45,EDP8_Technology_Obsolescence,20250918_233040
String Furniture,stringfurniture.com,TIER_B_ACTIVE,62.65,EDP7_Sales_Enablement,20250918_233040
Delray,martinfurniture.com,TIER_B_ACTIVE,42.95,EDP8_Technology_Obsolescence,20250918_233040
CF Group (Falcon & Thonet),commercialfurnituregroup.com,TIER_B_ACTIVE,64.45,EDP7_Sales_Enablement,20250918_233040
Girsberger,girsberger.com,TIER_B_ACTIVE,66.25,EDP7_Sales_Enablement,20250918_233040
Arnold Contract,arnoldcontract.us,TIER_B_ACTIVE,65.05,EDP7_Sales_Enablement,20250918_233040
Meyer Wells,meyerwells.com,TIER_B_ACTIVE,44.75,EDP8_Technology_Obsolescence,20250918_233040
Gen2 Office,gen2office.com,TIER_B_ACTIVE,64.75,EDP7_Sales_Enablement,20250918_233040
String Furniture,stringfurniture.com,TIER_B_ACTIVE,62.65,EDP7_Sales_Enablement,20250918_233040
Iatesta Studio,iatestastudio.com,TIER_B_ACTIVE,59.95,EDP7_Sales_Enablement,20250918_233040
Northland Furniture Company,northlandfurniture.com,TIER_B_ACTIVE,61.45,EDP7_Sales_Enablement,20250918_233040
Zeitraum,zeitraum-moebel.de,TIER_B_ACTIVE,67.05,EDP7_Sales_Enablement,20250918_233040
HOMECREST OUTDOOR LIVING,homecrest.com,TIER_B_ACTIVE,60.75,EDP7_Sales_Enablement,20250918_233040
Vincent Sheppard,vincentsheppard.com,TIER_B_ACTIVE,51.25,EDP8_Technology_Obsolescence,20250918_233040
Acuity,allsteeloffice.com,TIER_B_ACTIVE,66.25,EDP7_Sales_Enablement,20250918_233040
National,nationalbusinessfurniture.com,TIER_B_ACTIVE,62.75,EDP7_Sales_Enablement,20250918_233040
National,nationalbusinessfurniture.com,TIER_B_ACTIVE,62.75,EDP7_Sales_Enablement,20250918_233040
SAFCO Products,safcoproducts.com,TIER_B_ACTIVE,44.7,EDP8_Technology_Obsolescence,20250918_233040
Texacraft,texacraft.com,TIER_B_ACTIVE,64.65,EDP7_Sales_Enablement,20250918_233040
Greengate,greengate.co.uk,TIER_B_ACTIVE,64.65,EDP7_Sales_Enablement,20250918_233040
Luonto,luonto.com,TIER_B_ACTIVE,41.0,EDP8_Technology_Obsolescence,20250918_233040
Datesweiser,datesweiser.com,TIER_B_ACTIVE,44.65,EDP8_Technology_Obsolescence,20250918_233040
CSelect,cselect.net,TIER_A_IMMEDIATE,71.7,EDP8_Technology_Obsolescence,20250918_233040
Axis Furniture,axisoffice.com,TIER_B_ACTIVE,47.45,EDP8_Technology_Obsolescence,20250918_233040
Avid,foliot.com,TIER_B_ACTIVE,68.25,EDP7_Sales_Enablement,20250918_233040
