company_name,domain,qualification_tier,psi_score,primary_edp,processed_timestamp
QSSI,qssi.com,TIER_B_ACTIVE,44.75,EDP8_Technology_Obsolescence,20250919_002923
Hollis+Morris,hollisandmorris.com,TIER_B_ACTIVE,45.95,EDP8_Technology_Obsolescence,20250919_002923
CAI Designs,caidesigns.net,TIER_B_ACTIVE,61.45,EDP7_Sales_Enablement,20250919_002923
CAI Designs,caidesigns.net,TIER_B_ACTIVE,61.45,EDP7_Sales_Enablement,20250919_002923
AXO Light,axolight.it,TIER_B_ACTIVE,61.55,EDP7_Sales_Enablement,20250919_002923
Hawk Industries,hawkindy.com,TIER_B_ACTIVE,61.45,EDP7_Sales_Enablement,20250919_002923
Uplight Group,uplightgroup.com,TIER_B_ACTIVE,50.25,EDP8_Technology_Obsolescence,20250919_002923
CAI Designs,caidesigns.net,TIER_B_ACTIVE,61.45,EDP7_Sales_Enablement,20250919_002923
Eko,eko-light.com,TIER_A_IMMEDIATE,71.7,EDP8_Technology_Obsolescence,20250919_002923
Eko,eko-light.com,TIER_A_IMMEDIATE,71.7,EDP8_Technology_Obsolescence,20250919_002923
ZOTIA INTERNATIONAL TRADE LTD,dawnray.ca,TIER_B_ACTIVE,63.45,EDP7_Sales_Enablement,20250919_002923
Eko,eko-light.com,TIER_A_IMMEDIATE,71.7,EDP8_Technology_Obsolescence,20250919_002923
Eko,eko-light.com,TIER_A_IMMEDIATE,71.7,EDP8_Technology_Obsolescence,20250919_002923
Eko,eko-light.com,TIER_A_IMMEDIATE,71.7,EDP8_Technology_Obsolescence,20250919_002923
CODE 3,code3esg.com,TIER_B_ACTIVE,63.45,EDP7_Sales_Enablement,20250919_002923
Agati Furniture,agati.com,TIER_B_ACTIVE,49.45,EDP8_Technology_Obsolescence,20250919_002923
Woodland Furniture,woodlandfurniture.com,TIER_B_ACTIVE,50.6,EDP8_Technology_Obsolescence,20250919_002923
Vivere,vivereltd.com,TIER_B_ACTIVE,48.25,EDP8_Technology_Obsolescence,20250919_002923
Ottlite,ottlite.com,TIER_B_ACTIVE,57.5,EDP8_Technology_Obsolescence,20250919_002923
Sabin Lighting,sabin.design,TIER_B_ACTIVE,61.55,EDP7_Sales_Enablement,20250919_002923
Crescent Garden,crescentgarden.com,TIER_B_ACTIVE,55.7,EDP8_Technology_Obsolescence,20250919_002923
PARIS MIRROR,parismirror.com,TIER_B_ACTIVE,54.1,EDP8_Technology_Obsolescence,20250919_002923
New Classic,newclassicfurniture.com,TIER_B_ACTIVE,63.45,EDP7_Sales_Enablement,20250919_002923
EvansConsole,evansonline.com,TIER_B_ACTIVE,66.25,EDP7_Sales_Enablement,20250919_002923
EvansConsole,evansonline.com,TIER_B_ACTIVE,66.25,EDP7_Sales_Enablement,20250919_002923
SERAX,serax.com,TIER_B_ACTIVE,47.25,EDP8_Technology_Obsolescence,20250919_002923
Crescent Garden,crescentgarden.com,TIER_B_ACTIVE,55.7,EDP8_Technology_Obsolescence,20250919_002923
MOD Lighting,mod-lighting.com,TIER_B_ACTIVE,50.9,EDP8_Technology_Obsolescence,20250919_002923
Crescent Garden,crescentgarden.com,TIER_B_ACTIVE,55.7,EDP8_Technology_Obsolescence,20250919_002923
SoundOff Signal,soundoffsignal.com,TIER_B_ACTIVE,47.65,EDP8_Technology_Obsolescence,20250919_002923
Nightingale Lighting/Acuity,nightingalelighting.com,TIER_B_ACTIVE,49.25,EDP8_Technology_Obsolescence,20250919_002923
Nightingale Lighting/Acuity,nightingalelighting.com,TIER_B_ACTIVE,49.25,EDP8_Technology_Obsolescence,20250919_002923
Baganti,baganti.com,TIER_B_ACTIVE,62.65,EDP7_Sales_Enablement,20250919_002923
Nightingale Lighting/Acuity,nightingalelighting.com,TIER_B_ACTIVE,49.25,EDP8_Technology_Obsolescence,20250919_002923
Forms + Surfaces,forms-surfaces.com,TIER_A_IMMEDIATE,71.7,EDP8_Technology_Obsolescence,20250919_002923
Lyon LLC,lyonworkspace.com,TIER_B_ACTIVE,45.95,EDP8_Technology_Obsolescence,20250919_002923
SoundOff Signal,soundoffsignal.com,TIER_B_ACTIVE,47.65,EDP8_Technology_Obsolescence,20250919_002923
Cast Lighting,cast-lighting.com,TIER_B_ACTIVE,47.2,EDP8_Technology_Obsolescence,20250919_002923
Forms + Surfaces,forms-surfaces.com,TIER_A_IMMEDIATE,71.7,EDP8_Technology_Obsolescence,20250919_002923
Chandra Rugs,shopchandra.com,TIER_B_ACTIVE,46.25,EDP8_Technology_Obsolescence,20250919_002923
GamaSonic,gamasonic.com,TIER_B_ACTIVE,52.2,EDP8_Technology_Obsolescence,20250919_002923
SoundOff Signal,soundoffsignal.com,TIER_B_ACTIVE,51.25,EDP8_Technology_Obsolescence,20250919_002923
SERAX,serax.com,TIER_B_ACTIVE,47.25,EDP8_Technology_Obsolescence,20250919_002923
Forms + Surfaces,forms-surfaces.com,TIER_A_IMMEDIATE,71.7,EDP8_Technology_Obsolescence,20250919_002923
SoundOff Signal,soundoffsignal.com,TIER_B_ACTIVE,47.65,EDP8_Technology_Obsolescence,20250919_002923
Lyon LLC,lyonworkspace.com,TIER_B_ACTIVE,45.95,EDP8_Technology_Obsolescence,20250919_002923
Forms + Surfaces,forms-surfaces.com,TIER_A_IMMEDIATE,71.7,EDP8_Technology_Obsolescence,20250919_002923
Morgan Li,morganli.com,TIER_B_ACTIVE,50.45,EDP8_Technology_Obsolescence,20250919_002923
SoundOff Signal,soundoffsignal.com,TIER_B_ACTIVE,47.65,EDP8_Technology_Obsolescence,20250919_002923
Nightingale Lighting/Acuity,nightingalelighting.com,TIER_B_ACTIVE,49.25,EDP8_Technology_Obsolescence,20250919_002923
