company_name,domain,qualification_tier,psi_score,primary_edp,processed_timestamp
Keystone Technologies,keystonetech.com,TIER_A_IMMEDIATE,71.0,EDP8_Technology_Obsolescence,20250902_005730
TCP Lighting,tcpi.com/,TIER_B_ACTIVE,46.95,EDP8_Technology_Obsolescence,20250902_005730
BEYOND LED TECHNOLOGY,beyondledtechnology.com/,TIER_B_ACTIVE,41.0,EDP8_Technology_Obsolescence,20250902_005730
Red Sky Lighting LLC.,redskylighting.com/,TIER_B_ACTIVE,64.0,EDP7_Sales_Enablement,20250902_005730
Arkalumen Inc.,arkalumen.com,TIER_B_ACTIVE,65.05,EDP7_Sales_Enablement,20250902_005730
VIZULO Solutions,vizulo.com/en,TIER_A_IMMEDIATE,70.9,EDP8_Technology_Obsolescence,20250902_005730
TRAXON TECHNOLOGIES / E:CUE LIGHTING CONTROL,traxon-ecue.com/,TIER_B_ACTIVE,63.45,EDP7_Sales_Enablement,20250902_005730
"ESPEN TECHNOLOGY, INC.",espentech.com/,TIER_B_ACTIVE,43.0,EDP8_Technology_Obsolescence,20250902_005730
"LEDiL, INC.",ledil.com/,TIER_B_ACTIVE,54.2,EDP8_Technology_Obsolescence,20250902_005730
TRAXON TECHNOLOGIES / E:CUE LIGHTING CONTROL,traxon-ecue.com/,TIER_B_ACTIVE,63.45,EDP7_Sales_Enablement,20250902_005730
NORTHCLIFFE LIGHTING,northcliffe.org/,TIER_B_ACTIVE,55.7,EDP8_Technology_Obsolescence,20250902_005730
TRAXON TECHNOLOGIES / E:CUE LIGHTING CONTROL,traxon-ecue.com/,TIER_B_ACTIVE,63.45,EDP7_Sales_Enablement,20250902_005730
LUXRITE,luxrite.com/,TIER_B_ACTIVE,49.45,EDP8_Technology_Obsolescence,20250902_005730
TCP Lighting,tcpi.com/,TIER_B_ACTIVE,46.95,EDP8_Technology_Obsolescence,20250902_005730
ARKALUMEN INC.,arkalumen.com/,TIER_B_ACTIVE,65.05,EDP7_Sales_Enablement,20250902_005730
NORTHCLIFFE LIGHTING,northcliffe.org/,TIER_B_ACTIVE,55.7,EDP8_Technology_Obsolescence,20250902_005730
SOLTECH-Smart Solar Lighting,soltechlighting.com/products,TIER_B_ACTIVE,56.2,EDP7_Sales_Enablement,20250902_005730
"LEDiL, INC.",ledil.com/,TIER_B_ACTIVE,54.2,EDP8_Technology_Obsolescence,20250902_005730
Espen Technology,espentech.com,TIER_B_ACTIVE,43.0,EDP8_Technology_Obsolescence,20250902_005730
Bill Brown Sales,billbrownsales.com,TIER_B_ACTIVE,55.5,EDP8_Technology_Obsolescence,20250902_005730
A.L.P. Lighting Components,alpadvantage.com,TIER_B_ACTIVE,68.25,EDP7_Sales_Enablement,20250902_005730
"Satco Products, Incorporated",satco.com,TIER_B_ACTIVE,43.0,EDP8_Technology_Obsolescence,20250902_005730
WAVE LIGHTING,wavelighting.com/,TIER_B_ACTIVE,47.75,EDP8_Technology_Obsolescence,20250902_005730
BILL BROWN SALES,billbrownsales.com/,TIER_B_ACTIVE,55.5,EDP8_Technology_Obsolescence,20250902_005730
"ENVOY LIGHTING, INC.",envoylighting.com/,TIER_B_ACTIVE,59.55,EDP7_Sales_Enablement,20250902_005730
SENSORWORX,sensorworx.com,TIER_A_IMMEDIATE,75.3,EDP8_Technology_Obsolescence,20250902_005730
"JESCO LIGHTING GROUP, LLC",jescolighting.com/,TIER_B_ACTIVE,52.2,EDP8_Technology_Obsolescence,20250902_005730
Red Sky Lighting,redskylighting.com,TIER_B_ACTIVE,64.0,EDP7_Sales_Enablement,20250902_005730
"Satco Products, Inc.Nuvo Lighting",satco.com/,TIER_B_ACTIVE,43.0,EDP8_Technology_Obsolescence,20250902_005730
LUXRITE,luxrite.com/,TIER_B_ACTIVE,49.45,EDP8_Technology_Obsolescence,20250902_005730
EUCHIPS,euchips.us/,TIER_B_ACTIVE,68.05,EDP7_Sales_Enablement,20250902_005730
ARKALUMEN INC.,arkalumen.com/,TIER_B_ACTIVE,65.05,EDP7_Sales_Enablement,20250902_005730
EDISON PRICE LIGHTING,epl.com/,TIER_B_ACTIVE,46.25,EDP8_Technology_Obsolescence,20250902_005730
"JESCO LIGHTING GROUP, LLC",jescolighting.com/,TIER_B_ACTIVE,52.2,EDP8_Technology_Obsolescence,20250902_005730
Adura LLC,adurasolutions.com/,TIER_B_ACTIVE,64.75,EDP7_Sales_Enablement,20250902_005730
BORA Lüftungstechnik GmbH,bora.com,TIER_B_ACTIVE,56.55,EDP7_Sales_Enablement,20250902_005730
SITECO,siteco.com,TIER_B_ACTIVE,49.45,EDP8_Technology_Obsolescence,20250902_005730
"LEDiL, INC.",ledil.com/,TIER_B_ACTIVE,54.2,EDP8_Technology_Obsolescence,20250902_005730
TCP Lighting,tcpi.com/,TIER_B_ACTIVE,46.95,EDP8_Technology_Obsolescence,20250902_005730
"JESCO LIGHTING GROUP, LLC",jescolighting.com/,TIER_B_ACTIVE,52.2,EDP8_Technology_Obsolescence,20250902_005730
TCP Lighting,tcpi.com/,TIER_B_ACTIVE,46.95,EDP8_Technology_Obsolescence,20250902_005730
Espen Technology,espentech.com,TIER_B_ACTIVE,43.0,EDP8_Technology_Obsolescence,20250902_005730
"Satco Products, Incorporated",satco.com,TIER_B_ACTIVE,43.0,EDP8_Technology_Obsolescence,20250902_005730
LED Smart Inc.,ledsmart.com/,TIER_B_ACTIVE,60.45,EDP7_Sales_Enablement,20250902_005730
