company_name,domain,qualification_tier,psi_score,primary_edp,processed_timestamp
Gloster,gloster.com,TIER_B_ACTIVE,63.45,EDP7_Sales_Enablement,20250909_131329
Edgecombe,edgecombe.com,TIER_B_ACTIVE,48.25,EDP8_Technology_Obsolescence,20250909_131329
Spacestor,spacestor.com,TIER_B_ACTIVE,57.5,EDP8_Technology_Obsolescence,20250909_131329
Design Within Reach,dwr.com,TIER_B_ACTIVE,48.45,EDP8_Technology_Obsolescence,20250909_131329
Poltrana Frau,poltronafrau.com,TIER_B_ACTIVE,49.45,EDP8_Technology_Obsolescence,20250909_131329
Poltrana Frau,poltronafrau.com,TIER_B_ACTIVE,49.45,EDP8_Technology_Obsolescence,20250909_131329
Poltrana Frau,poltronafrau.com,TIER_B_ACTIVE,49.45,EDP8_Technology_Obsolescence,20250909_131329
Dubois Wood,duboiswood.com,TIER_B_ACTIVE,61.45,EDP7_Sales_Enablement,20250909_131329
Dubois Wood,duboiswood.com,TIER_B_ACTIVE,61.45,EDP7_Sales_Enablement,20250909_131329
Poltrana Frau,poltronafrau.com,TIER_B_ACTIVE,49.45,EDP8_Technology_Obsolescence,20250909_131329
Dubois Wood,duboiswood.com,TIER_B_ACTIVE,61.45,EDP7_Sales_Enablement,20250909_131329
Poltrana Frau,poltronafrau.com,TIER_B_ACTIVE,49.45,EDP8_Technology_Obsolescence,20250909_131329
Surface Technologies,facility-concepts.com,TIER_B_ACTIVE,59.5,EDP7_Sales_Enablement,20250909_131329
Dubois Wood,duboiswood.com,TIER_B_ACTIVE,61.45,EDP7_Sales_Enablement,20250909_131329
Oliver Home Furnishings,oliverhomefurnishings.com,TIER_B_ACTIVE,47.45,EDP8_Technology_Obsolescence,20250909_131329
Euro Style,euro.style,TIER_B_ACTIVE,61.55,EDP7_Sales_Enablement,20250909_131329
Amisco,amisco.com,TIER_B_ACTIVE,47.45,EDP8_Technology_Obsolescence,20250909_131329
Oliver Home Furnishings,oliverhomefurnishings.com,TIER_B_ACTIVE,47.45,EDP8_Technology_Obsolescence,20250909_131329
Bene,bene.com,TIER_A_IMMEDIATE,73.3,EDP8_Technology_Obsolescence,20250909_131329
Bene,bene.com,TIER_A_IMMEDIATE,73.3,EDP8_Technology_Obsolescence,20250909_131329
POINT | Outdoor Design Furniture,point1920.com,TIER_B_ACTIVE,46.25,EDP8_Technology_Obsolescence,20250909_131329
Bene,bene.com,TIER_A_IMMEDIATE,73.3,EDP8_Technology_Obsolescence,20250909_131329
Bene,bene.com,TIER_A_IMMEDIATE,73.3,EDP8_Technology_Obsolescence,20250909_131329
Bene,bene.com,TIER_A_IMMEDIATE,73.3,EDP8_Technology_Obsolescence,20250909_131329
Habersham,habershamhome.com,TIER_B_ACTIVE,49.45,EDP8_Technology_Obsolescence,20250909_131329
Bene,bene.com,TIER_A_IMMEDIATE,73.3,EDP8_Technology_Obsolescence,20250909_131329
Giorgetti,giorgettimeda.com,TIER_B_ACTIVE,68.25,EDP7_Sales_Enablement,20250909_131329
POINT | Outdoor Design Furniture,point1920.com,TIER_B_ACTIVE,46.25,EDP8_Technology_Obsolescence,20250909_131329
Giorgetti,giorgettimeda.com,TIER_B_ACTIVE,68.25,EDP7_Sales_Enablement,20250909_131329
Amisco,amisco.com,TIER_B_ACTIVE,47.45,EDP8_Technology_Obsolescence,20250909_131329
Sandler,sandlerseating.com,TIER_B_ACTIVE,42.2,EDP8_Technology_Obsolescence,20250909_131329
Giorgetti,giorgettimeda.com,TIER_B_ACTIVE,68.25,EDP7_Sales_Enablement,20250909_131329
Sandler,sandlerseating.com,TIER_B_ACTIVE,42.2,EDP8_Technology_Obsolescence,20250909_131329
Sandler,sandlerseating.com,TIER_B_ACTIVE,42.2,EDP8_Technology_Obsolescence,20250909_131329
Amisco,amisco.com,TIER_B_ACTIVE,47.45,EDP8_Technology_Obsolescence,20250909_131329
John Pomp Studio,johnpomp.com,TIER_B_ACTIVE,59.95,EDP7_Sales_Enablement,20250909_131329
John Pomp Studio,johnpomp.com,TIER_B_ACTIVE,59.95,EDP7_Sales_Enablement,20250909_131329
Giorgetti,giorgettimeda.com,TIER_B_ACTIVE,68.25,EDP7_Sales_Enablement,20250909_131329
Whittier Woods Furniture Co.,whittierwood.com,TIER_B_ACTIVE,40.6,EDP8_Technology_Obsolescence,20250909_131329
Archbold Furniture Company,archboldfurniture.com,TIER_B_ACTIVE,41.95,EDP8_Technology_Obsolescence,20250909_131329
Giorgetti,giorgettimeda.com,TIER_B_ACTIVE,68.25,EDP7_Sales_Enablement,20250909_131329
Texacraft,texacraft.com,TIER_B_ACTIVE,64.65,EDP7_Sales_Enablement,20250909_131329
Old Dominion Co.,olddominionfurniture.com,TIER_B_ACTIVE,58.3,EDP7_Sales_Enablement,20250909_131329
A. Rudin,arudin.com,TIER_B_ACTIVE,53.0,EDP8_Technology_Obsolescence,20250909_131329
Old Dominion Co.,olddominionfurniture.com,TIER_B_ACTIVE,58.3,EDP7_Sales_Enablement,20250909_131329
Old Dominion Co.,olddominionfurniture.com,TIER_B_ACTIVE,58.3,EDP7_Sales_Enablement,20250909_131329
Old Dominion Co.,olddominionfurniture.com,TIER_B_ACTIVE,58.3,EDP7_Sales_Enablement,20250909_131329
Old Dominion Co.,olddominionfurniture.com,TIER_B_ACTIVE,58.3,EDP7_Sales_Enablement,20250909_131329
Armen Living,armenliving.com,TIER_B_ACTIVE,46.25,EDP8_Technology_Obsolescence,20250909_131329
